term,diff
woman child,0.0017281346061654383
thousand,0.0017738887216076976
war,0.001775053833569011
isreal,0.0017808003848358868
right,0.0017995217765703177
trump,0.001898152291160814
new,0.0019085285634247448
hospital,0.001959386301076093
atrocity,0.002042493187154436
muslim,0.002168088543916301
muslims,0.0022467929188444632
innocent,0.0023351294781697586
blood,0.0024131537934490295
hostage,0.00266748702128296
jewish,0.002734191157593371
city,0.002844542421009188
idf,0.002930737551788085
palestine,0.00307165582850089
israelis,0.0033694454345028985
attack,0.0038886569711541483
genocide,0.003977602527122898
baby,0.004062664140551507
land,0.005045878442290883
israeli,0.005300523088656199
palestinian,0.005480244545963338
civilian,0.005934684527029339
jews,0.006822207580745073
gaza,0.007144176407054073
terrorist,0.008297182118338783
palestinians,0.010383520949679606
israel,0.016996065020262935
hamas,0.018932557065894792
